autobus_autocars_critair,autobus_autocars_horaires,date_debut,deux_rm_critair,deux_rm_horaires,gid,id,name,objectid,one_way,osm_id,pl_critair,pl_horaires,ref,url_arrete,url_site,vp_critair,vp_horaires,vul_critair,vul_horaires,zfe_derogation,publisher_forme_juridique,publisher_nom,publisher_siren,publisher_zfe_id,OBJECTID,Shape_Length,date_fin,url_site_information,SHAPE_Length,geo_point_2d,proprietaire_vehicule
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053965917,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,584.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0005768297209594965,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053991203,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,585.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0006769254769640824,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053965931,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,586.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0019436242979265295,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000216937152,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,587.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0018073837757053499,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053951009,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,588.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0029218379022369176,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053954532,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,589.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,9.721835409862566e-05,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000002003384912,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,590.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0008797801087270435,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053969637,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,591.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00041034995323968826,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053969651,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,592.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.002044850700939633,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053969617,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,593.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00022668069691992264,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053969646,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,594.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0012424017898650687,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000078866683,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,595.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,8.496168318604429e-05,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000078866680,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,596.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00030649594710317675,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053975962,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,597.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.001664824575357457,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000290024302,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,598.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0008009778623281963,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053959977,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,599.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.000257287078162513,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053975963,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,600.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0014015545446668678,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053965929,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,601.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0003750568111020239,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053965924,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,602.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0003221236389608462,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053979762,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,603.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,7.273119971923236e-05,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053985913,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,604.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0027377494890277487,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053985916,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,605.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00525146343273876,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053966105,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,606.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.005299908076301081,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053979714,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,607.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.002435971925698604,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053982852,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,608.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.002471081132647052,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000294592545,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,609.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0017801668665489022,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053965918,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,610.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,6.919512446386385e-05,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053957286,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,611.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,7.839799196230006e-05,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053979447,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,612.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0002584577867860364,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053979716,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,613.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00528647498690221,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053991225,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,614.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.000697797664839283,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053969627,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,615.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0002839621904141604,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053969654,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,616.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0007165423096893325,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053957310,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,617.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00017541016137812481,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000002202849890,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,618.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0015927367372979722,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053959973,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,619.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00029221466213896264,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000312797987,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,620.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00024303050840069286,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000338705962,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,621.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0002954989994498836,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000002003384915,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,622.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00013617614868260286,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000002207328983,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,623.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.000187176304584638,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000322121159,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,624.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.004900686966595712,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053988651,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,625.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0014522136477709245,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053957285,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,626.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0001510639199228042,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053959975,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,627.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0005317460872838833,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053954549,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,628.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0002930468128450256,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053965911,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,629.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0002491045353636078,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053991259,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,630.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.003292445800940877,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053951007,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,631.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0008715091313117636,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053982886,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,632.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.002975498575036824,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053988655,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,633.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0006527852716319531,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053991233,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,634.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0015946799739709003,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000334288183,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,635.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.000536073956630322,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053969640,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,636.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0002020697721662123,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000078866671,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,637.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.00014747387410777603,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000290024299,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,638.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0001296512424730019,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000290024311,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,639.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.002114941056067732,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053975975,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,640.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.006837814922232269,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053969869,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,641.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.002498205855973712,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000000053972546,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,642.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.0013898187805747944,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000002003384910,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,643.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,0.001581003944696214,,
V5,24/7,2025-01-01,V5,24/7,,TRONROUT0000002202849891,,,,,V5,24/7,,https://www.grandnancy.eu/fileadmin/fichiers/VIVRE_ET_HABITER/ZFE/Arrete_ZFE_Metropole_Grand_Nancy.pdf,,V5,24/7,V5,24/7,,Métropole,Métropole du Grand Nancy,245400676,NANCY,644.0,,2034-12-31,https://www.grandnancy.eu/vivre-habiter/qualite-de-lair/zone-a-faible-emission,9.887778366439397e-05,,
