autobus_autocars_critair,autobus_autocars_horaires,date_debut,deux_rm_critair,deux_rm_horaires,gid,id,name,objectid,one_way,osm_id,pl_critair,pl_horaires,ref,url_arrete,url_site,vp_critair,vp_horaires,vul_critair,vul_horaires,zfe_derogation,publisher_forme_juridique,publisher_nom,publisher_siren,publisher_zfe_id,OBJECTID,Shape_Length,date_fin,url_site_information,SHAPE_Length,geo_point_2d,proprietaire_vehicule
,24/7,2022-07-01,,24/7,91438.0,primary,Route de Béziers,37643.0,0.0,103965760.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,83808.0,primary,Route de Béziers,60217.0,0.0,103965767.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,145273.0,primary,Route de Béziers,66396.0,0.0,510004025.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,162404.0,primary,Route de Béziers,69465.0,0.0,510004025.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,97612.0,primary,Route de Béziers,73164.0,0.0,363362032.99999994,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,47482.0,primary,,16080.0,1.0,22894945.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,141202.0,primary,Rue Gratien Boyer,65713.0,0.0,524638903.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,96126.0,primary,,60720.0,1.0,362926237.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,52308.0,primary,,402.0,1.0,162937178.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,5244.0,primary_link,,9942.0,1.0,22956932.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,5248.0,primary,,27998.0,1.0,81128712.99999999,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,49223.0,primary,,25007.0,1.0,22956912.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,78683.0,primary,,19070.0,1.0,132206589.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,52414.0,primary,Route de Jacou,14818.0,0.0,162937177.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,15924.0,primary,Route de Jacou,11456.0,0.0,22956914.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,54874.0,primary,,60383.0,1.0,132206589.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,49221.0,primary,,71131.0,1.0,22956911.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,97983.0,primary,Route de Nîmes,2897.0,1.0,363129369.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,159014.0,primary,Route de Nîmes,27860.0,1.0,405339968.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,156154.0,primary,Route de Nîmes,6860.0,1.0,377675867.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,12528.0,primary,Route de Nîmes,52286.0,1.0,22957643.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,27837.0,primary,Route de Nîmes,54823.0,1.0,22957647.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,137967.0,primary,Route de Nîmes,40066.0,1.0,405339968.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,163903.0,primary,Route de Nîmes,28782.0,1.0,405339968.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,43441.0,primary,Route de Nîmes,84626.0,1.0,22957647.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,149101.0,primary,Route de Nîmes,21606.0,1.0,405339968.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,169161.0,primary,Route de Nîmes,8315.0,1.0,405339968.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,111049.0,primary,Route de Nîmes,38725.0,1.0,363129367.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,145660.0,primary,Route de Nîmes,73302.0,1.0,405339966.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,100482.0,primary,Route de Nîmes,18028.0,1.0,363129367.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,5287.0,primary,Route de Nîmes,28001.0,1.0,22957649.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,143804.0,primary,Route de Nîmes,5488.0,1.0,377675867.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,146759.0,primary,Route de Nîmes,5840.0,1.0,377675868.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,32803.0,primary,Route de Nîmes,82727.0,1.0,26334159.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,141533.0,primary,Route de Nîmes,20617.0,1.0,405339968.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,44470.0,primary,Route de Nîmes,55844.0,1.0,22957643.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,100369.0,primary,Route de Nîmes,18024.0,1.0,363129367.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,168337.0,primary,Route de Nîmes,24035.0,1.0,377675868.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,5285.0,primary,Route de Nîmes,76994.0,1.0,22957647.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,40762.0,primary,Route de Nîmes,84416.0,1.0,22957643.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,44464.0,primary,Route de Nîmes,84737.0,1.0,22957647.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,97707.0,primary,Route de Nîmes,38039.0,1.0,363129367.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,5286.0,primary,Route de Nîmes,76995.0,1.0,22957649.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,43440.0,primary,Route de Nîmes,34557.0,1.0,22957647.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,394.0,primary,Route de Nîmes,25029.0,1.0,22957643.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,32793.0,primary,Route de Nîmes,31968.0,1.0,26334159.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,134739.0,primary,Route de Nîmes,19817.0,1.0,405339966.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,111585.0,primary,Route de Nîmes,3611.0,1.0,363129369.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,10213.0,primary,Route de Nîmes,78690.0,1.0,22957643.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,5219.0,primary,,9936.0,1.0,22956421.000000004,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,4608.0,secondary,Avenue du Mas Argelliers,9847.0,1.0,7918885.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,138178.0,motorway_link,,64767.0,1.0,479246035.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,178244.0,residential,Avenue de Maurin,31294.0,1.0,561802536.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,105027.0,secondary,Avenue de Palavas,18343.0,1.0,362808667.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,145484.0,primary,Rue de l'Abrivado,21113.0,1.0,377976469.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,40369.0,unclassified,Allée Jean Monnet,84380.0,1.0,22900332.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,171442.0,secondary,Avenue du Mas Argelliers,71227.0,1.0,557584173.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,138134.0,tertiary,Rue de l'Industrie,20211.0,2.0,424069884.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,72415.0,residential,Rue Claude Balbastre,61971.0,0.0,142576718.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,154500.0,residential,Rue du Puech Radier,68000.0,1.0,476892547.00000006,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,102353.0,primary,,73214.0,0.0,254916463.0,,24/7,D 185,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,84945.0,residential,Rue de la Jasse de Maurin,37306.0,0.0,93866021.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,ZA,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
